no,gender,age,height,weight,bmi,griffith,thermal sensation,thermal preference,thermal acceptance,room,co2,air_speed,season,date,time,ta,hr
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,501.0,0.05,winter,2019/1/9,8:40:00,21.0,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,1,1.0,202.0,795.0,0.11,winter,2019/1/9,9:00:00,22.0,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.5,0,1.0,202.0,895.0,0.11,winter,2019/1/9,9:30:00,24.1,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.8,0,1.0,202.0,1097.0,0.08,winter,2019/1/9,10:00:00,25.2,16.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.5,0,1.0,202.0,1167.0,0.07,winter,2019/1/9,10:30:00,25.9,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.7,-1,1.0,202.0,1164.0,0.09,winter,2019/1/9,11:00:00,26.1,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,1.0,-1,1.0,202.0,1217.0,0.05,winter,2019/1/9,11:30:00,26.6,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,1.0,-1,1.0,202.0,1287.0,0.01,winter,2019/1/9,12:00:00,26.9,16.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,1,1.0,202.0,633.0,0.02,winter,2019/1/9,14:10:00,24.0,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,753.0,0.06,winter,2019/1/9,14:30:00,23.4,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,733.0,0.12,winter,2019/1/9,15:00:00,23.3,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,777.0,0.11,winter,2019/1/9,15:30:00,23.2,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.7,1,1.0,202.0,743.0,0.0,winter,2019/1/9,16:00:00,22.8,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.0,1,1.0,202.0,786.0,0.02,winter,2019/1/9,16:30:00,22.8,16.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.0,1,1.0,202.0,561.0,0.1,winter,2019/1/9,17:00:00,21.5,16.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.4,1,1.0,202.0,577.0,0.08,winter,2019/1/9,17:30:00,21.1,17.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,1,1.0,202.0,538.0,0.01,winter,2019/1/10,8:40:00,21.4,17.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.3,1,1.0,202.0,672.0,0.01,winter,2019/1/10,9:00:00,22.4,18.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,858.0,0.01,winter,2019/1/10,9:30:00,24.1,17.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,945.0,0.01,winter,2019/1/10,10:00:00,25.2,16.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1177.0,0.01,winter,2019/1/10,10:30:00,26.1,17.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.7,-1,1.0,202.0,1512.0,0.02,winter,2019/1/10,11:00:00,26.1,18.0
1,1.0,24.0,185.0,85.0,24.84,2.14,1.0,-1,1.0,202.0,1230.0,0.01,winter,2019/1/10,11:30:00,26.8,17.0
1,1.0,24.0,185.0,85.0,24.84,2.14,1.0,-1,1.0,202.0,1293.0,0.01,winter,2019/1/10,12:00:00,27.1,17.0
1,1.0,24.0,185.0,85.0,24.84,2.14,1.0,-1,1.0,202.0,1293.0,0.01,winter,2019/1/10,14:10:00,27.1,17.0
1,1.0,24.0,185.0,85.0,24.84,2.14,1.0,-1,1.0,202.0,1293.0,0.01,winter,2019/1/10,14:30:00,27.1,17.0
1,1.0,24.0,185.0,85.0,24.84,2.14,1.0,-1,1.0,202.0,1293.0,0.01,winter,2019/1/10,15:00:00,27.1,17.0
1,1.0,24.0,185.0,85.0,24.84,2.14,1.0,-1,1.0,202.0,1293.0,0.01,winter,2019/1/10,15:30:00,27.1,17.0
1,1.0,24.0,185.0,85.0,24.84,2.14,1.0,-1,1.0,202.0,1293.0,0.01,winter,2019/1/10,16:00:00,27.1,17.0
1,1.0,24.0,185.0,85.0,24.84,2.14,1.0,-1,1.0,202.0,1293.0,0.01,winter,2019/1/10,16:30:00,27.1,17.0
1,1.0,24.0,185.0,85.0,24.84,2.14,1.0,-1,1.0,202.0,1293.0,0.01,winter,2019/1/10,17:00:00,27.1,17.0
1,1.0,24.0,185.0,85.0,24.84,2.14,1.0,-1,1.0,202.0,1293.0,0.01,winter,2019/1/10,17:30:00,27.1,17.0
1,1.0,24.0,185.0,85.0,24.84,2.14,1.0,-1,1.0,202.0,674.0,0.01,winter,2019/1/11,8:40:00,21.3,21.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,855.0,0.01,winter,2019/1/11,9:00:00,23.5,19.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1070.0,0.03,winter,2019/1/11,9:30:00,25.2,19.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1274.0,0.02,winter,2019/1/11,10:00:00,26.1,20.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.2,0,1.0,202.0,1195.0,0.03,winter,2019/1/11,10:30:00,26.6,18.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,930.0,0.1,winter,2019/1/11,11:00:00,24.8,18.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,963.0,0.07,winter,2019/1/11,11:30:00,24.0,19.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.4,0,1.0,202.0,877.0,0.08,winter,2019/1/11,12:00:00,23.8,19.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.2,0,1.0,202.0,1207.0,0.02,winter,2019/1/11,14:10:00,24.1,21.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,1734.0,0.06,winter,2019/1/11,14:30:00,24.1,23.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,0,1.0,202.0,1183.0,0.04,winter,2019/1/11,15:00:00,24.5,20.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.0,1,1.0,202.0,682.0,0.05,winter,2019/1/11,15:30:00,22.9,19.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.0,1,1.0,202.0,691.0,0.08,winter,2019/1/11,16:00:00,22.7,20.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.3,1,1.0,202.0,761.0,0.1,winter,2019/1/11,16:30:00,22.8,20.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.0,1,1.0,202.0,773.0,0.08,winter,2019/1/11,17:00:00,22.6,20.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.0,1,1.0,202.0,719.0,0.03,winter,2019/1/11,17:30:00,21.5,22.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,608.0,0.02,winter,2019/1/14,8:40:00,22.3,20.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.2,0,1.0,202.0,1097.0,0.05,winter,2019/1/14,9:00:00,23.7,21.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,925.0,0.04,winter,2019/1/14,9:30:00,25.2,19.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.3,0,1.0,202.0,1109.0,0.02,winter,2019/1/14,10:00:00,25.9,19.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1065.0,0.08,winter,2019/1/14,10:30:00,26.6,19.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.1,0,1.0,202.0,1071.0,0.02,winter,2019/1/14,11:00:00,26.7,18.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1069.0,0.06,winter,2019/1/14,11:30:00,27.2,18.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.2,0,1.0,202.0,1134.0,0.01,winter,2019/1/14,12:00:00,27.4,18.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.2,-1,1.0,202.0,861.0,0.01,winter,2019/1/14,14:10:00,27.3,16.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.2,0,1.0,202.0,572.0,0.12,winter,2019/1/14,14:30:00,24.3,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.3,0,1.0,202.0,607.0,0.09,winter,2019/1/14,15:00:00,24.5,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.0,1,1.0,202.0,616.0,0.05,winter,2019/1/14,15:30:00,22.9,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.0,1,1.0,202.0,577.0,0.01,winter,2019/1/14,16:00:00,23.1,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.0,1,1.0,202.0,585.0,0.1,winter,2019/1/14,16:30:00,22.5,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.7,0,1.0,202.0,579.0,0.1,winter,2019/1/14,17:00:00,22.6,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,614.0,0.05,winter,2019/1/14,17:30:00,23.0,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.3,0,1.0,202.0,492.0,0.01,winter,2019/1/15,8:40:00,21.0,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.1,0,1.0,202.0,591.0,0.03,winter,2019/1/15,9:00:00,22.4,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,738.0,0.04,winter,2019/1/15,9:30:00,23.2,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,944.0,0.01,winter,2019/1/15,10:00:00,24.5,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,929.0,0.02,winter,2019/1/15,10:30:00,25.4,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1088.0,0.03,winter,2019/1/15,11:00:00,26.0,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.2,0,1.0,202.0,1083.0,0.02,winter,2019/1/15,11:30:00,26.7,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.5,0,1.0,202.0,1157.0,0.01,winter,2019/1/15,12:00:00,27.0,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.2,0,1.0,202.0,594.0,0.03,winter,2019/1/15,14:10:00,24.9,9.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.8,1,1.0,202.0,515.0,0.07,winter,2019/1/15,14:30:00,22.9,11.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.0,1,1.0,202.0,542.0,0.12,winter,2019/1/15,15:00:00,22.1,11.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.8,1,1.0,202.0,597.0,0.06,winter,2019/1/15,15:30:00,22.3,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.1,1,1.0,202.0,541.0,0.1,winter,2019/1/15,16:00:00,22.0,12.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.8,1,1.0,202.0,532.0,0.08,winter,2019/1/15,16:30:00,22.1,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.3,1,1.0,202.0,515.0,0.08,winter,2019/1/15,17:00:00,21.8,12.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.5,1,-1.0,202.0,522.0,0.07,winter,2019/1/15,17:30:00,21.6,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.5,1,-1.0,202.0,522.0,0.07,winter,2019/1/16,8:40:00,21.6,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.5,1,-1.0,202.0,522.0,0.07,winter,2019/1/16,9:00:00,21.6,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.5,1,-1.0,202.0,522.0,0.07,winter,2019/1/16,9:30:00,21.6,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.5,1,-1.0,202.0,522.0,0.07,winter,2019/1/16,10:00:00,21.6,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.5,1,-1.0,202.0,522.0,0.07,winter,2019/1/16,10:30:00,21.6,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.5,1,-1.0,202.0,522.0,0.07,winter,2019/1/16,11:00:00,21.6,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.5,1,-1.0,202.0,522.0,0.07,winter,2019/1/16,11:30:00,21.6,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.5,1,-1.0,202.0,522.0,0.07,winter,2019/1/16,12:00:00,21.6,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.5,1,-1.0,202.0,522.0,0.07,winter,2019/1/16,14:10:00,21.6,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.5,1,-1.0,202.0,522.0,0.07,winter,2019/1/16,14:30:00,21.6,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.5,1,-1.0,202.0,522.0,0.07,winter,2019/1/16,15:00:00,21.6,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.5,1,-1.0,202.0,522.0,0.07,winter,2019/1/16,15:30:00,21.6,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.5,1,-1.0,202.0,522.0,0.07,winter,2019/1/16,16:00:00,21.6,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.5,1,-1.0,202.0,522.0,0.07,winter,2019/1/16,16:30:00,21.6,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.5,1,-1.0,202.0,522.0,0.07,winter,2019/1/16,17:00:00,21.6,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.5,1,-1.0,202.0,522.0,0.07,winter,2019/1/16,17:30:00,21.6,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,437.0,0.04,winter,2019/1/17,8:40:00,20.5,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,655.0,0.02,winter,2019/1/17,9:00:00,22.2,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.5,0,1.0,202.0,880.0,0.01,winter,2019/1/17,9:30:00,23.9,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.5,0,1.0,202.0,978.0,0.01,winter,2019/1/17,10:00:00,24.9,12.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.5,0,1.0,202.0,928.0,0.01,winter,2019/1/17,10:30:00,25.5,12.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.5,0,1.0,202.0,977.0,0.01,winter,2019/1/17,11:00:00,26.0,12.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,934.0,0.03,winter,2019/1/17,11:30:00,26.3,12.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1060.0,0.02,winter,2019/1/17,12:00:00,26.6,12.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,520.0,0.05,winter,2019/1/17,14:10:00,22.8,11.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,541.0,0.04,winter,2019/1/17,14:30:00,22.7,12.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,532.0,0.03,winter,2019/1/17,15:00:00,22.3,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.5,1,-1.0,202.0,529.0,0.05,winter,2019/1/17,15:30:00,22.0,12.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-2.0,1,-1.0,202.0,542.0,0.07,winter,2019/1/17,16:00:00,21.9,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.5,0,1.0,202.0,1021.0,0.03,winter,2019/1/17,16:30:00,25.3,12.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.5,0,1.0,202.0,1123.0,0.0,winter,2019/1/17,17:00:00,26.5,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.7,-1,1.0,202.0,1179.0,0.01,winter,2019/1/17,17:30:00,27.1,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,423.0,0.05,winter,2019/1/18,8:40:00,17.5,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,577.0,0.03,winter,2019/1/18,9:00:00,19.6,17.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,814.0,0.0,winter,2019/1/18,9:30:00,22.2,16.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1213.0,0.02,winter,2019/1/18,10:00:00,23.6,16.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1325.0,0.01,winter,2019/1/18,10:30:00,24.4,17.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1199.0,0.03,winter,2019/1/18,11:00:00,25.1,16.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1200.0,0.01,winter,2019/1/18,11:30:00,25.7,16.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1112.0,0.01,winter,2019/1/18,12:00:00,25.9,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.5,0,1.0,202.0,858.0,0.02,winter,2019/1/18,14:10:00,25.9,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,620.0,0.04,winter,2019/1/18,14:30:00,23.4,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.3,0,1.0,202.0,617.0,0.04,winter,2019/1/18,15:00:00,22.3,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.8,1,1.0,202.0,683.0,0.05,winter,2019/1/18,15:30:00,22.9,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.0,1,1.0,202.0,695.0,0.04,winter,2019/1/18,16:00:00,22.7,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.0,1,1.0,202.0,619.0,0.03,winter,2019/1/18,16:30:00,22.1,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.0,1,1.0,202.0,667.0,0.06,winter,2019/1/18,17:00:00,22.3,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.0,1,1.0,202.0,650.0,0.03,winter,2019/1/18,17:30:00,22.1,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-1.0,1,1.0,202.0,650.0,0.03,winter,2019/1/21,8:40:00,22.1,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.5,0,1.0,202.0,662.0,0.03,winter,2019/1/21,9:00:00,22.3,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,1.0,-1,1.0,202.0,839.0,0.03,winter,2019/1/21,9:30:00,24.4,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.5,0,1.0,202.0,859.0,0.02,winter,2019/1/21,10:00:00,26.2,12.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,909.0,0.02,winter,2019/1/21,10:30:00,27.0,12.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,922.0,0.02,winter,2019/1/21,11:00:00,27.6,11.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,964.0,0.01,winter,2019/1/21,11:30:00,27.3,12.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.5,0,1.0,202.0,948.0,0.02,winter,2019/1/21,12:00:00,27.6,12.0
1,1.0,24.0,185.0,85.0,24.84,2.14,1.0,-1,1.0,202.0,681.0,0.03,winter,2019/1/21,14:10:00,28.0,10.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,543.0,0.14,winter,2019/1/21,14:30:00,25.7,9.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,543.0,0.14,winter,2019/1/21,15:00:00,25.7,9.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,543.0,0.14,winter,2019/1/21,15:30:00,25.7,9.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,543.0,0.14,winter,2019/1/21,16:00:00,25.7,9.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,543.0,0.14,winter,2019/1/21,16:30:00,25.7,9.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,543.0,0.14,winter,2019/1/21,17:00:00,25.7,9.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,543.0,0.14,winter,2019/1/21,17:30:00,25.7,9.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,491.0,0.02,winter,2019/1/22,8:40:00,19.4,16.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,610.0,0.03,winter,2019/1/22,9:00:00,21.9,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,795.0,0.01,winter,2019/1/22,9:30:00,23.8,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,933.0,0.04,winter,2019/1/22,10:00:00,25.0,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1052.0,0.02,winter,2019/1/22,10:30:00,25.4,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,967.0,0.01,winter,2019/1/22,11:00:00,26.2,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1044.0,0.02,winter,2019/1/22,11:30:00,26.6,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1030.0,0.01,winter,2019/1/22,12:00:00,26.9,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1030.0,0.01,winter,2019/1/22,14:10:00,26.9,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1030.0,0.01,winter,2019/1/22,14:30:00,26.9,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1030.0,0.01,winter,2019/1/22,15:00:00,26.9,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1030.0,0.01,winter,2019/1/22,15:30:00,26.9,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1030.0,0.01,winter,2019/1/22,16:00:00,26.9,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1030.0,0.01,winter,2019/1/22,16:30:00,26.9,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1030.0,0.01,winter,2019/1/22,17:00:00,26.9,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1030.0,0.01,winter,2019/1/22,17:30:00,26.9,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,466.0,0.02,winter,2019/1/23,8:40:00,22.4,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,598.0,0.01,winter,2019/1/23,9:00:00,23.4,14.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,1118.0,0.0,winter,2019/1/23,9:30:00,25.2,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,978.0,0.01,winter,2019/1/23,10:00:00,26.0,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.3,0,1.0,202.0,1027.0,0.02,winter,2019/1/23,10:30:00,26.3,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.3,0,1.0,202.0,1027.0,0.02,winter,2019/1/23,11:00:00,26.3,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.5,0,1.0,202.0,1109.0,0.02,winter,2019/1/23,11:30:00,27.1,15.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.5,0,1.0,202.0,1275.0,0.01,winter,2019/1/23,12:00:00,27.4,16.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,542.0,0.01,winter,2019/1/23,14:10:00,24.8,11.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,521.0,0.05,winter,2019/1/23,14:30:00,23.3,12.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,535.0,0.07,winter,2019/1/23,15:00:00,23.1,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,535.0,0.07,winter,2019/1/23,15:30:00,23.1,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,535.0,0.07,winter,2019/1/23,16:00:00,23.1,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,535.0,0.07,winter,2019/1/23,16:30:00,23.1,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,535.0,0.07,winter,2019/1/23,17:00:00,23.1,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,535.0,0.07,winter,2019/1/23,17:30:00,23.1,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,535.0,0.07,winter,2019/1/24,8:40:00,23.1,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,535.0,0.07,winter,2019/1/24,9:00:00,23.1,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,535.0,0.07,winter,2019/1/24,9:30:00,23.1,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,535.0,0.07,winter,2019/1/24,10:00:00,23.1,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,535.0,0.07,winter,2019/1/24,10:30:00,23.1,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,535.0,0.07,winter,2019/1/24,11:00:00,23.1,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,535.0,0.07,winter,2019/1/24,11:30:00,23.1,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,535.0,0.07,winter,2019/1/24,12:00:00,23.1,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,1.2,-1,-1.0,202.0,615.0,0.04,winter,2019/1/24,14:10:00,27.0,11.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,548.0,0.03,winter,2019/1/24,14:30:00,24.1,11.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,596.0,0.03,winter,2019/1/24,15:00:00,23.7,12.0
1,1.0,24.0,185.0,85.0,24.84,2.14,0.0,0,1.0,202.0,906.0,0.02,winter,2019/1/24,15:30:00,23.3,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,0,1.0,202.0,646.0,0.01,winter,2019/1/24,16:00:00,23.1,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,0,1.0,202.0,646.0,0.01,winter,2019/1/24,16:30:00,23.1,13.0
1,1.0,24.0,185.0,85.0,24.84,2.14,-0.5,1,1.0,202.0,617.0,0.03,winter,2019/1/24,17:00:00,22.8,13.0
